Lesiones,tipos,Fullpath
"[[[6 6 6]
  [7 7 7]
  [7 7 7]
  ...
  [4 6 6]
  [4 6 6]
  [3 5 5]]

 [[6 6 6]
  [6 6 6]
  [6 6 6]
  ...
  [4 6 6]
  [4 6 6]
  [3 5 5]]

 [[6 6 6]
  [6 6 6]
  [6 6 6]
  ...
  [4 6 6]
  [4 6 6]
  [3 5 5]]

 ...

 [[2 2 2]
  [3 3 3]
  [3 3 3]
  ...
  [4 4 4]
  [2 2 2]
  [3 3 3]]

 [[2 2 2]
  [3 3 3]
  [3 3 3]
  ...
  [2 2 2]
  [1 1 1]
  [3 3 3]]

 [[3 3 3]
  [3 3 3]
  [3 3 3]
  ...
  [2 2 2]
  [3 3 3]
  [2 2 2]]]",Ulcer,c:\Users\Administrator\Desktop\TheBridge\Bootcamp-DataScience-2021\MachineLearning\data\Ulcer\584f1fa0-9bb9-49d3-b412-c42819d0a200_00000283.jpg
"[[[3 3 3]
  [3 3 3]
  [3 3 3]
  ...
  [3 4 2]
  [1 4 2]
  [0 3 1]]

 [[3 3 3]
  [3 3 3]
  [3 3 3]
  ...
  [3 3 3]
  [1 4 2]
  [0 3 1]]

 [[3 3 3]
  [3 3 3]
  [3 3 3]
  ...
  [3 2 4]
  [1 4 2]
  [0 3 1]]

 ...

 [[1 1 1]
  [2 2 2]
  [2 2 2]
  ...
  [1 1 1]
  [3 3 3]
  [1 1 1]]

 [[1 1 1]
  [2 2 2]
  [0 0 0]
  ...
  [1 1 1]
  [1 1 1]
  [1 1 1]]

 [[1 1 1]
  [1 1 1]
  [1 1 1]
  ...
  [0 0 0]
  [1 1 1]
  [1 1 1]]]",Ulcer,c:\Users\Administrator\Desktop\TheBridge\Bootcamp-DataScience-2021\MachineLearning\data\Ulcer\584f1fa0-9bb9-49d3-b412-c42819d0a200_00000479.jpg
"[[[5 5 5]
  [5 5 5]
  [5 5 5]
  ...
  [3 4 2]
  [5 6 4]
  [4 5 3]]

 [[5 5 5]
  [5 5 5]
  [5 5 5]
  ...
  [3 4 2]
  [5 6 4]
  [3 4 2]]

 [[5 5 5]
  [5 5 5]
  [5 5 5]
  ...
  [6 7 5]
  [5 6 4]
  [3 4 2]]

 ...

 [[2 2 2]
  [2 2 2]
  [2 2 2]
  ...
  [2 2 2]
  [2 2 2]
  [1 1 1]]

 [[2 2 2]
  [2 2 2]
  [2 2 2]
  ...
  [2 2 2]
  [2 2 2]
  [1 1 1]]

 [[2 2 2]
  [2 2 2]
  [2 2 2]
  ...
  [1 1 1]
  [1 1 1]
  [1 1 1]]]",Ulcer,c:\Users\Administrator\Desktop\TheBridge\Bootcamp-DataScience-2021\MachineLearning\data\Ulcer\584f1fa0-9bb9-49d3-b412-c42819d0a200_00000531.jpg
"[[[6 6 6]
  [6 6 6]
  [6 5 7]
  ...
  [5 6 4]
  [6 6 6]
  [5 5 5]]

 [[5 5 5]
  [6 6 6]
  [5 5 5]
  ...
  [5 6 4]
  [5 5 5]
  [4 4 4]]

 [[5 5 5]
  [6 6 6]
  [5 6 4]
  ...
  [5 6 4]
  [5 5 5]
  [4 4 4]]

 ...

 [[2 2 2]
  [2 2 2]
  [3 3 3]
  ...
  [2 2 2]
  [3 3 3]
  [2 2 2]]

 [[2 2 2]
  [2 2 2]
  [3 3 3]
  ...
  [2 2 2]
  [1 1 1]
  [2 2 2]]

 [[2 2 2]
  [3 3 3]
  [3 3 3]
  ...
  [2 2 2]
  [2 2 2]
  [1 1 1]]]",Ulcer,c:\Users\Administrator\Desktop\TheBridge\Bootcamp-DataScience-2021\MachineLearning\data\Ulcer\584f1fa0-9bb9-49d3-b412-c42819d0a200_00000601.jpg
"[[[3 3 3]
  [5 5 5]
  [5 5 5]
  ...
  [1 3 3]
  [3 3 3]
  [3 3 3]]

 [[3 3 3]
  [5 5 5]
  [5 5 5]
  ...
  [1 3 3]
  [3 3 3]
  [3 3 3]]

 [[3 3 3]
  [5 5 5]
  [5 5 5]
  ...
  [1 3 3]
  [3 3 3]
  [3 3 3]]

 ...

 [[3 3 3]
  [2 2 2]
  [3 3 3]
  ...
  [1 1 1]
  [1 1 1]
  [1 1 1]]

 [[1 1 1]
  [2 2 2]
  [1 1 1]
  ...
  [1 1 1]
  [1 1 1]
  [1 1 1]]

 [[1 1 1]
  [2 2 2]
  [1 1 1]
  ...
  [1 1 1]
  [1 1 1]
  [1 1 1]]]",Ulcer,c:\Users\Administrator\Desktop\TheBridge\Bootcamp-DataScience-2021\MachineLearning\data\Ulcer\584f1fa0-9bb9-49d3-b412-c42819d0a200_00000653.jpg
"[[[3 3 3]
  [5 5 5]
  [5 5 5]
  ...
  [3 4 2]
  [3 3 3]
  [3 3 3]]

 [[3 3 3]
  [5 5 5]
  [5 5 5]
  ...
  [3 4 2]
  [3 3 3]
  [3 3 3]]

 [[3 3 3]
  [5 5 5]
  [5 5 5]
  ...
  [3 4 2]
  [3 3 3]
  [3 3 3]]

 ...

 [[3 3 3]
  [2 2 2]
  [2 2 2]
  ...
  [1 1 1]
  [1 1 1]
  [1 1 1]]

 [[1 1 1]
  [2 2 2]
  [2 2 2]
  ...
  [1 1 1]
  [1 1 1]
  [1 1 1]]

 [[1 1 1]
  [2 2 2]
  [1 1 1]
  ...
  [1 1 1]
  [1 1 1]
  [1 1 1]]]",Ulcer,c:\Users\Administrator\Desktop\TheBridge\Bootcamp-DataScience-2021\MachineLearning\data\Ulcer\584f1fa0-9bb9-49d3-b412-c42819d0a200_00000730.jpg
"[[[5 5 5]
  [5 5 5]
  [5 5 5]
  ...
  [3 4 2]
  [3 6 4]
  [2 5 3]]

 [[5 5 5]
  [5 5 5]
  [5 5 5]
  ...
  [3 4 2]
  [3 6 4]
  [2 5 3]]

 [[5 5 5]
  [5 5 5]
  [5 5 5]
  ...
  [4 5 3]
  [3 6 4]
  [2 5 3]]

 ...

 [[1 1 1]
  [2 2 2]
  [3 3 3]
  ...
  [2 2 2]
  [1 1 1]
  [1 1 1]]

 [[1 1 1]
  [2 2 2]
  [1 1 1]
  ...
  [2 2 2]
  [1 1 1]
  [1 1 1]]

 [[1 1 1]
  [2 2 2]
  [2 2 2]
  ...
  [1 1 1]
  [1 1 1]
  [1 1 1]]]",Ulcer,c:\Users\Administrator\Desktop\TheBridge\Bootcamp-DataScience-2021\MachineLearning\data\Ulcer\584f1fa0-9bb9-49d3-b412-c42819d0a200_00000824.jpg
"[[[3 3 3]
  [3 3 3]
  [3 3 3]
  ...
  [3 3 3]
  [3 3 3]
  [2 2 2]]

 [[3 3 3]
  [3 3 3]
  [5 5 5]
  ...
  [3 3 3]
  [3 3 3]
  [2 2 2]]

 [[3 3 3]
  [3 3 3]
  [5 5 5]
  ...
  [3 3 3]
  [3 3 3]
  [2 2 2]]

 ...

 [[1 1 1]
  [2 2 2]
  [3 3 3]
  ...
  [1 1 1]
  [1 1 1]
  [1 1 1]]

 [[1 1 1]
  [2 2 2]
  [1 1 1]
  ...
  [1 1 1]
  [1 1 1]
  [1 1 1]]

 [[1 1 1]
  [1 1 1]
  [1 1 1]
  ...
  [1 1 1]
  [1 1 1]
  [1 1 1]]]",Ulcer,c:\Users\Administrator\Desktop\TheBridge\Bootcamp-DataScience-2021\MachineLearning\data\Ulcer\584f1fa0-9bb9-49d3-b412-c42819d0a200_00001002.jpg
"[[[3 3 3]
  [3 3 3]
  [3 3 3]
  ...
  [3 3 3]
  [3 5 5]
  [0 2 2]]

 [[3 3 3]
  [5 5 5]
  [5 5 5]
  ...
  [3 3 3]
  [1 3 3]
  [0 2 2]]

 [[4 4 4]
  [4 4 4]
  [4 4 4]
  ...
  [3 3 3]
  [0 2 2]
  [0 2 2]]

 ...

 [[2 2 2]
  [2 2 2]
  [2 2 2]
  ...
  [2 3 1]
  [3 4 2]
  [0 1 0]]

 [[2 2 2]
  [2 2 2]
  [2 2 2]
  ...
  [2 2 2]
  [2 3 1]
  [2 3 1]]

 [[2 2 2]
  [2 2 2]
  [2 2 2]
  ...
  [1 0 2]
  [1 2 0]
  [1 2 0]]]",Ulcer,c:\Users\Administrator\Desktop\TheBridge\Bootcamp-DataScience-2021\MachineLearning\data\Ulcer\584f1fa0-9bb9-49d3-b412-c42819d0a200_00001344.jpg
"[[[3 3 3]
  [3 3 3]
  [3 3 3]
  ...
  [3 3 3]
  [1 3 3]
  [0 2 2]]

 [[2 2 2]
  [5 5 5]
  [3 3 3]
  ...
  [3 3 3]
  [1 3 3]
  [0 2 2]]

 [[3 3 3]
  [4 4 4]
  [3 3 3]
  ...
  [3 3 3]
  [0 2 2]
  [0 2 2]]

 ...

 [[3 3 3]
  [1 1 1]
  [1 1 1]
  ...
  [0 0 0]
  [0 1 0]
  [0 1 0]]

 [[1 1 1]
  [1 1 1]
  [1 1 1]
  ...
  [0 0 0]
  [0 1 0]
  [0 1 0]]

 [[1 1 1]
  [1 1 1]
  [1 1 1]
  ...
  [0 0 0]
  [1 2 0]
  [0 1 0]]]",Ulcer,c:\Users\Administrator\Desktop\TheBridge\Bootcamp-DataScience-2021\MachineLearning\data\Ulcer\584f1fa0-9bb9-49d3-b412-c42819d0a200_00001360.jpg
"[[[5 5 5]
  [5 5 5]
  [5 5 5]
  ...
  [4 4 4]
  [4 6 6]
  [2 4 4]]

 [[5 5 5]
  [6 6 6]
  [5 5 5]
  ...
  [4 4 4]
  [3 5 5]
  [1 3 3]]

 [[5 5 5]
  [6 6 6]
  [4 4 4]
  ...
  [4 4 4]
  [3 5 5]
  [1 3 3]]

 ...

 [[4 4 4]
  [2 2 2]
  [2 2 2]
  ...
  [3 3 3]
  [0 3 1]
  [0 3 1]]

 [[2 2 2]
  [2 2 2]
  [2 2 2]
  ...
  [1 1 1]
  [0 3 1]
  [0 3 1]]

 [[2 2 2]
  [2 2 2]
  [2 2 2]
  ...
  [1 1 1]
  [2 3 1]
  [1 2 0]]]",Ulcer,c:\Users\Administrator\Desktop\TheBridge\Bootcamp-DataScience-2021\MachineLearning\data\Ulcer\584f1fa0-9bb9-49d3-b412-c42819d0a200_00001420.jpg
"[[[5 5 5]
  [5 5 5]
  [5 5 5]
  ...
  [5 5 5]
  [1 3 3]
  [1 3 3]]

 [[3 3 3]
  [5 5 5]
  [5 5 5]
  ...
  [5 5 5]
  [2 4 4]
  [1 3 3]]

 [[3 3 3]
  [4 4 4]
  [3 3 3]
  ...
  [5 5 5]
  [2 4 4]
  [1 3 3]]

 ...

 [[2 2 2]
  [2 2 2]
  [2 2 2]
  ...
  [1 1 1]
  [3 4 2]
  [1 2 0]]

 [[2 2 2]
  [1 1 1]
  [2 2 2]
  ...
  [0 0 0]
  [1 2 0]
  [1 2 0]]

 [[1 1 1]
  [1 1 1]
  [1 1 1]
  ...
  [1 1 1]
  [1 2 0]
  [1 2 0]]]",Ulcer,c:\Users\Administrator\Desktop\TheBridge\Bootcamp-DataScience-2021\MachineLearning\data\Ulcer\584f1fa0-9bb9-49d3-b412-c42819d0a200_00001596.jpg
"[[[4 4 4]
  [6 6 6]
  [6 6 6]
  ...
  [4 4 4]
  [5 5 5]
  [2 2 2]]

 [[5 5 5]
  [5 5 5]
  [3 3 3]
  ...
  [3 3 3]
  [4 4 4]
  [3 3 3]]

 [[5 5 5]
  [5 5 5]
  [4 4 4]
  ...
  [5 5 5]
  [5 5 5]
  [3 3 3]]

 ...

 [[4 4 4]
  [4 4 4]
  [2 2 2]
  ...
  [2 3 1]
  [3 3 3]
  [3 3 3]]

 [[2 2 2]
  [2 2 2]
  [2 2 2]
  ...
  [2 3 1]
  [3 3 3]
  [3 3 3]]

 [[2 2 2]
  [2 2 2]
  [3 3 3]
  ...
  [1 2 0]
  [2 2 2]
  [1 1 1]]]",Ulcer,c:\Users\Administrator\Desktop\TheBridge\Bootcamp-DataScience-2021\MachineLearning\data\Ulcer\584f1fa0-9bb9-49d3-b412-c42819d0a200_00001784.jpg
"[[[3 3 3]
  [4 4 4]
  [3 3 3]
  ...
  [3 3 3]
  [2 2 2]
  [2 2 2]]

 [[2 2 2]
  [3 3 3]
  [5 5 5]
  ...
  [4 4 4]
  [3 3 3]
  [3 3 3]]

 [[5 5 5]
  [4 4 4]
  [5 5 5]
  ...
  [3 3 3]
  [3 3 3]
  [4 4 4]]

 ...

 [[1 1 1]
  [3 3 3]
  [2 2 2]
  ...
  [2 2 2]
  [2 2 2]
  [1 1 1]]

 [[1 1 1]
  [1 1 1]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [1 1 1]]

 [[1 1 1]
  [1 1 1]
  [1 1 1]
  ...
  [1 1 1]
  [1 1 1]
  [1 1 1]]]",Ulcer,c:\Users\Administrator\Desktop\TheBridge\Bootcamp-DataScience-2021\MachineLearning\data\Ulcer\584f1fa0-9bb9-49d3-b412-c42819d0a200_00001917.jpg
"[[[6 6 6]
  [6 6 6]
  [6 6 6]
  ...
  [6 7 5]
  [6 6 6]
  [5 4 6]]

 [[5 5 5]
  [6 6 6]
  [6 6 6]
  ...
  [6 7 5]
  [7 7 7]
  [5 4 6]]

 [[5 5 5]
  [6 6 6]
  [6 6 6]
  ...
  [6 7 5]
  [5 5 5]
  [5 4 6]]

 ...

 [[3 3 3]
  [3 3 3]
  [3 3 3]
  ...
  [3 4 2]
  [3 3 3]
  [2 2 2]]

 [[3 3 3]
  [3 3 3]
  [3 3 3]
  ...
  [3 4 2]
  [3 4 2]
  [2 3 1]]

 [[3 3 3]
  [3 3 3]
  [3 3 3]
  ...
  [3 4 2]
  [2 3 0]
  [2 3 0]]]",Ulcer,c:\Users\Administrator\Desktop\TheBridge\Bootcamp-DataScience-2021\MachineLearning\data\Ulcer\584f1fa0-9bb9-49d3-b412-c42819d0a200_00002122.jpg
"[[[5 5 5]
  [6 6 6]
  [5 5 5]
  ...
  [5 5 5]
  [6 6 6]
  [4 3 5]]

 [[5 5 5]
  [5 5 5]
  [7 7 7]
  ...
  [5 5 5]
  [7 7 7]
  [3 2 4]]

 [[5 5 5]
  [5 5 5]
  [5 5 5]
  ...
  [4 4 4]
  [5 5 5]
  [3 2 4]]

 ...

 [[2 2 2]
  [2 2 2]
  [4 4 4]
  ...
  [2 3 1]
  [2 2 2]
  [1 1 1]]

 [[2 2 2]
  [2 2 2]
  [2 2 2]
  ...
  [2 3 1]
  [2 3 1]
  [1 2 0]]

 [[2 2 2]
  [2 2 2]
  [2 2 2]
  ...
  [2 3 1]
  [1 2 0]
  [2 3 0]]]",Ulcer,c:\Users\Administrator\Desktop\TheBridge\Bootcamp-DataScience-2021\MachineLearning\data\Ulcer\584f1fa0-9bb9-49d3-b412-c42819d0a200_00002130.jpg
"[[[3 3 3]
  [5 5 5]
  [5 5 5]
  ...
  [5 5 5]
  [7 5 5]
  [5 3 3]]

 [[3 3 3]
  [5 5 5]
  [5 5 5]
  ...
  [5 5 5]
  [4 4 4]
  [4 4 4]]

 [[3 3 3]
  [5 5 5]
  [5 5 5]
  ...
  [4 4 4]
  [1 3 3]
  [2 4 4]]

 ...

 [[2 2 2]
  [2 2 2]
  [2 2 2]
  ...
  [1 2 0]
  [1 2 0]
  [1 2 0]]

 [[2 2 2]
  [2 2 2]
  [2 2 2]
  ...
  [1 2 0]
  [1 2 0]
  [1 2 0]]

 [[1 1 1]
  [2 2 2]
  [2 2 2]
  ...
  [1 2 0]
  [2 3 1]
  [1 2 0]]]",Ulcer,c:\Users\Administrator\Desktop\TheBridge\Bootcamp-DataScience-2021\MachineLearning\data\Ulcer\584f1fa0-9bb9-49d3-b412-c42819d0a200_00002160.jpg
"[[[6 6 6]
  [6 6 6]
  [6 6 6]
  ...
  [6 6 5]
  [7 7 7]
  [5 5 5]]

 [[7 7 7]
  [7 7 7]
  [7 7 7]
  ...
  [5 6 5]
  [6 6 6]
  [5 5 5]]

 [[5 5 5]
  [5 5 5]
  [5 5 5]
  ...
  [5 6 5]
  [6 6 6]
  [5 5 5]]

 ...

 [[4 4 4]
  [5 5 5]
  [5 5 5]
  ...
  [3 3 3]
  [3 3 3]
  [2 2 2]]

 [[2 2 2]
  [3 3 3]
  [3 3 3]
  ...
  [3 3 3]
  [3 3 3]
  [2 2 2]]

 [[3 3 3]
  [3 3 3]
  [3 3 3]
  ...
  [2 2 2]
  [2 2 2]
  [2 2 2]]]",Ulcer,c:\Users\Administrator\Desktop\TheBridge\Bootcamp-DataScience-2021\MachineLearning\data\Ulcer\584f1fa0-9bb9-49d3-b412-c42819d0a200_00002362.jpg
"[[[5 5 5]
  [5 5 5]
  [5 5 5]
  ...
  [5 5 5]
  [5 5 5]
  [4 4 4]]

 [[3 3 3]
  [5 5 5]
  [5 5 5]
  ...
  [5 5 5]
  [5 5 5]
  [4 4 4]]

 [[3 3 3]
  [5 5 5]
  [5 5 5]
  ...
  [5 5 5]
  [5 5 5]
  [4 4 4]]

 ...

 [[2 2 2]
  [3 3 3]
  [2 2 2]
  ...
  [2 2 2]
  [4 1 3]
  [4 1 3]]

 [[2 2 2]
  [2 2 2]
  [2 2 2]
  ...
  [2 2 2]
  [2 2 2]
  [2 2 2]]

 [[1 1 1]
  [2 2 2]
  [2 2 2]
  ...
  [1 1 1]
  [0 2 0]
  [0 2 0]]]",Ulcer,c:\Users\Administrator\Desktop\TheBridge\Bootcamp-DataScience-2021\MachineLearning\data\Ulcer\584f1fa0-9bb9-49d3-b412-c42819d0a200_00002458.jpg
"[[[5 5 5]
  [5 5 5]
  [5 5 5]
  ...
  [5 6 4]
  [5 5 5]
  [4 4 4]]

 [[5 5 5]
  [5 5 5]
  [5 5 5]
  ...
  [5 6 4]
  [5 5 5]
  [4 4 4]]

 [[5 5 5]
  [5 5 5]
  [5 5 5]
  ...
  [5 6 4]
  [5 5 5]
  [4 4 4]]

 ...

 [[2 2 2]
  [3 3 3]
  [2 2 2]
  ...
  [2 2 2]
  [3 0 2]
  [4 1 3]]

 [[2 2 2]
  [2 2 2]
  [2 2 2]
  ...
  [2 2 2]
  [1 1 1]
  [2 2 2]]

 [[2 2 2]
  [2 2 2]
  [2 2 2]
  ...
  [1 1 1]
  [0 2 0]
  [0 2 0]]]",Ulcer,c:\Users\Administrator\Desktop\TheBridge\Bootcamp-DataScience-2021\MachineLearning\data\Ulcer\584f1fa0-9bb9-49d3-b412-c42819d0a200_00002482.jpg
"[[[3 3 3]
  [3 3 3]
  [3 3 3]
  ...
  [3 3 3]
  [3 3 3]
  [2 2 2]]

 [[3 3 3]
  [3 3 3]
  [3 3 3]
  ...
  [3 3 3]
  [3 3 3]
  [2 2 2]]

 [[3 3 3]
  [3 3 3]
  [3 3 3]
  ...
  [3 3 3]
  [3 3 3]
  [2 2 2]]

 ...

 [[1 1 1]
  [2 2 2]
  [1 1 1]
  ...
  [0 1 1]
  [1 1 1]
  [1 1 1]]

 [[1 1 1]
  [2 2 2]
  [1 1 1]
  ...
  [1 1 1]
  [1 1 1]
  [1 1 1]]

 [[1 1 1]
  [1 1 1]
  [1 1 1]
  ...
  [3 1 1]
  [1 1 1]
  [1 1 1]]]",Ulcer,c:\Users\Administrator\Desktop\TheBridge\Bootcamp-DataScience-2021\MachineLearning\data\Ulcer\584f1fa0-9bb9-49d3-b412-c42819d0a200_00002564.jpg
"[[[4 6 6]
  [4 6 6]
  [3 5 5]
  ...
  [5 6 4]
  [5 5 5]
  [4 4 4]]

 [[3 3 3]
  [3 3 3]
  [3 5 5]
  ...
  [3 4 2]
  [3 3 3]
  [3 3 3]]

 [[7 5 5]
  [7 5 5]
  [3 5 5]
  ...
  [3 4 2]
  [5 5 5]
  [4 4 4]]

 ...

 [[2 2 2]
  [3 3 3]
  [2 2 2]
  ...
  [4 4 4]
  [2 2 2]
  [2 2 2]]

 [[2 2 2]
  [3 3 3]
  [2 2 2]
  ...
  [2 2 2]
  [2 2 2]
  [2 2 2]]

 [[2 2 2]
  [2 2 2]
  [3 3 3]
  ...
  [2 2 2]
  [2 2 2]
  [1 1 1]]]",Ulcer,c:\Users\Administrator\Desktop\TheBridge\Bootcamp-DataScience-2021\MachineLearning\data\Ulcer\584f1fa0-9bb9-49d3-b412-c42819d0a200_00002716.jpg
"[[[3 3 3]
  [3 3 3]
  [5 5 5]
  ...
  [1 4 2]
  [3 4 2]
  [3 4 2]]

 [[3 3 3]
  [5 5 5]
  [5 5 5]
  ...
  [1 4 2]
  [3 4 2]
  [3 4 2]]

 [[3 3 3]
  [5 5 5]
  [5 5 5]
  ...
  [1 4 2]
  [3 4 2]
  [3 4 2]]

 ...

 [[2 2 2]
  [2 2 2]
  [2 2 2]
  ...
  [1 1 1]
  [1 2 0]
  [1 2 0]]

 [[2 2 2]
  [2 2 2]
  [2 2 2]
  ...
  [1 1 1]
  [1 2 0]
  [1 2 0]]

 [[1 1 1]
  [2 2 2]
  [2 2 2]
  ...
  [1 1 1]
  [1 2 0]
  [1 2 0]]]",Ulcer,c:\Users\Administrator\Desktop\TheBridge\Bootcamp-DataScience-2021\MachineLearning\data\Ulcer\584f1fa0-9bb9-49d3-b412-c42819d0a200_00003006.jpg
"[[[5 5 5]
  [6 6 6]
  [6 6 6]
  ...
  [7 7 7]
  [5 5 5]
  [5 5 5]]

 [[5 5 5]
  [4 4 4]
  [2 4 4]
  ...
  [4 4 4]
  [3 4 4]
  [2 4 4]]

 [[2 4 4]
  [3 3 3]
  [2 4 4]
  ...
  [1 3 3]
  [4 4 4]
  [2 4 4]]

 ...

 [[1 1 1]
  [1 2 0]
  [1 2 0]
  ...
  [0 2 2]
  [2 2 2]
  [2 2 2]]

 [[2 2 2]
  [2 2 2]
  [2 2 2]
  ...
  [0 2 2]
  [2 2 2]
  [2 2 2]]

 [[2 2 2]
  [2 2 2]
  [0 2 2]
  ...
  [1 2 2]
  [3 3 3]
  [2 2 2]]]",Ulcer,c:\Users\Administrator\Desktop\TheBridge\Bootcamp-DataScience-2021\MachineLearning\data\Ulcer\58e4b451-8d12-4755-8711-02df260d00ba.jpg
"[[[5 5 5]
  [6 6 6]
  [6 6 6]
  ...
  [4 5 5]
  [5 5 5]
  [5 5 5]]

 [[5 5 5]
  [5 5 5]
  [5 5 5]
  ...
  [4 5 4]
  [4 6 6]
  [2 4 4]]

 [[5 5 5]
  [5 5 5]
  [5 5 5]
  ...
  [3 4 3]
  [4 4 4]
  [1 3 3]]

 ...

 [[2 2 2]
  [3 3 3]
  [3 3 3]
  ...
  [1 1 1]
  [2 2 2]
  [2 2 2]]

 [[2 2 2]
  [3 3 3]
  [3 3 3]
  ...
  [1 2 2]
  [2 2 2]
  [2 2 2]]

 [[2 2 2]
  [2 2 2]
  [3 3 3]
  ...
  [3 3 3]
  [2 2 2]
  [0 2 2]]]",Ulcer,c:\Users\Administrator\Desktop\TheBridge\Bootcamp-DataScience-2021\MachineLearning\data\Ulcer\58ed6910-e2e8-4da8-8f70-5332cbe3d8d9.jpg
"[[[5 5 5]
  [5 5 5]
  [4 5 5]
  ...
  [2 4 4]
  [5 5 5]
  [5 5 5]]

 [[6 6 6]
  [3 5 5]
  [5 5 5]
  ...
  [2 4 4]
  [5 5 5]
  [5 5 5]]

 [[5 5 5]
  [3 5 5]
  [5 5 5]
  ...
  [3 4 4]
  [5 5 5]
  [4 4 4]]

 ...

 [[2 2 2]
  [2 2 2]
  [3 3 3]
  ...
  [2 3 3]
  [3 3 3]
  [4 2 2]]

 [[5 3 3]
  [3 3 3]
  [3 3 3]
  ...
  [0 2 2]
  [3 3 3]
  [0 2 2]]

 [[3 3 3]
  [3 3 3]
  [3 3 3]
  ...
  [3 3 3]
  [3 3 3]
  [1 3 3]]]",Ulcer,c:\Users\Administrator\Desktop\TheBridge\Bootcamp-DataScience-2021\MachineLearning\data\Ulcer\59441f4f-b81b-46bb-8248-8f3fc14e487f.jpg
"[[[1 3 3]
  [1 3 3]
  [4 4 4]
  ...
  [1 3 3]
  [3 3 3]
  [3 3 3]]

 [[1 3 3]
  [1 3 3]
  [1 3 3]
  ...
  [3 3 3]
  [0 2 2]
  [1 3 3]]

 [[1 3 3]
  [3 3 3]
  [0 2 2]
  ...
  [3 3 3]
  [3 3 3]
  [3 3 3]]

 ...

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]]",Ulcer,c:\Users\Administrator\Desktop\TheBridge\Bootcamp-DataScience-2021\MachineLearning\data\Ulcer\594ff788-59b2-437d-9772-bebdb551d11b.jpg
"[[[3 5 5]
  [3 5 5]
  [4 4 4]
  ...
  [4 4 4]
  [4 4 4]
  [3 3 3]]

 [[2 4 4]
  [4 4 4]
  [2 3 3]
  ...
  [1 3 3]
  [4 4 4]
  [3 3 3]]

 [[4 4 4]
  [4 4 4]
  [3 4 4]
  ...
  [2 4 4]
  [4 4 4]
  [3 3 3]]

 ...

 [[0 2 2]
  [3 3 3]
  [1 3 3]
  ...
  [2 3 2]
  [2 3 1]
  [2 2 2]]

 [[2 2 2]
  [1 3 3]
  [3 3 3]
  ...
  [2 2 2]
  [2 2 2]
  [2 2 2]]

 [[0 2 2]
  [3 3 3]
  [3 3 3]
  ...
  [3 3 3]
  [2 2 2]
  [2 3 3]]]",Ulcer,c:\Users\Administrator\Desktop\TheBridge\Bootcamp-DataScience-2021\MachineLearning\data\Ulcer\597ca228-b86d-4ac6-a5c5-a8bffe49b436.jpg
"[[[4 4 4]
  [4 4 4]
  [4 4 4]
  ...
  [4 4 4]
  [2 3 3]
  [1 3 3]]

 [[4 5 3]
  [3 3 2]
  [3 3 3]
  ...
  [3 3 3]
  [3 3 3]
  [0 2 2]]

 [[3 3 3]
  [3 3 3]
  [3 3 3]
  ...
  [3 3 3]
  [3 3 3]
  [3 4 2]]

 ...

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [1 1 1]
  [1 1 1]
  ...
  [0 0 0]
  [0 0 0]
  [1 1 1]]]",Ulcer,c:\Users\Administrator\Desktop\TheBridge\Bootcamp-DataScience-2021\MachineLearning\data\Ulcer\5a0cccce-4c15-4edf-b6c1-4f94d8bd1cf2.jpg
"[[[5 5 5]
  [5 5 5]
  [5 5 5]
  ...
  [4 4 4]
  [4 4 4]
  [5 5 5]]

 [[4 4 4]
  [1 4 2]
  [3 3 3]
  ...
  [1 3 3]
  [5 4 4]
  [3 3 3]]

 [[4 4 4]
  [4 4 4]
  [2 3 3]
  ...
  [1 3 3]
  [3 3 3]
  [3 3 3]]

 ...

 [[1 1 1]
  [1 1 1]
  [1 1 1]
  ...
  [0 0 0]
  [0 0 0]
  [1 1 1]]

 [[1 1 1]
  [1 1 1]
  [1 1 1]
  ...
  [1 1 1]
  [0 0 0]
  [1 1 1]]

 [[1 1 1]
  [1 1 1]
  [1 1 1]
  ...
  [1 1 1]
  [1 1 1]
  [1 1 1]]]",Ulcer,c:\Users\Administrator\Desktop\TheBridge\Bootcamp-DataScience-2021\MachineLearning\data\Ulcer\5aeda28c-5259-4e29-ac55-13ee8a48ffc1.jpg
